HST: Hawaii Standard Time (UTC -10:00),Water Temperature (degF),Salinity (PSU),Turbidity (NTU),Chlorophyll (ug/L),Station
2020-03-01 00:00:05,76.14,34.18,0.79,1.49
2020-03-01 00:04:05,76.10,34.10,0.67,1.36
2020-03-01 00:08:05,76.16,34.26,0.99,1.53
2020-03-01 00:12:05,76.09,34.00,0.86,1.30
2020-03-01 00:16:05,76.13,34.20,0.73,1.56
2020-03-01 00:20:05,76.10,34.15,0.91,1.43
2020-03-01 00:24:05,76.15,34.28,3.03,1.44
2020-03-01 00:28:05,76.06,33.96,5.97,1.58
2020-03-01 00:32:05,76.17,34.35,6.74,1.69
2020-03-01 00:36:05,76.06,34.03,2.69,1.60
2020-03-01 00:40:05,76.08,34.10,2.15,1.75
2020-03-01 00:44:05,76.23,34.38,1.30,1.76
2020-03-01 00:48:05,76.19,34.32,1.39,1.76
2020-03-01 00:52:05,76.12,34.22,5.43,1.71
2020-03-01 00:56:05,76.17,34.32,1.07,1.82
2020-03-01 01:00:05,76.15,34.30,4.63,1.78
2020-03-01 01:04:05,76.17,34.36,4.06,1.77
2020-03-01 01:08:05,76.10,34.20,1.47,1.67
2020-03-01 01:12:05,76.13,34.29,1.87,1.76
2020-03-01 01:16:05,76.08,34.16,2.71,1.71
2020-03-01 01:20:05,75.97,33.94,4.46,1.99
2020-03-01 01:24:05,75.97,33.86,2.24,1.98
2020-03-01 01:28:05,76.01,34.03,4.88,2.21
2020-03-01 01:32:05,76.07,34.24,2.99,2.15
2020-03-01 01:36:05,76.07,34.33,4.29,2.15
2020-03-01 01:40:05,76.06,34.27,2.85,2.04
2020-03-01 01:44:05,76.10,34.30,1.68,1.96
2020-03-01 01:48:05,76.04,34.36,1.25,1.85
2020-03-01 01:52:05,75.87,33.78,1.54,1.61
2020-03-01 01:56:05,76.06,34.18,1.05,1.96
2020-03-01 02:00:05,76.04,34.30,1.09,1.99
2020-03-01 02:04:05,75.94,34.04,0.85,1.33
2020-03-01 02:08:05,75.97,34.20,1.16,1.77
2020-03-01 02:12:05,75.96,34.10,1.11,1.87
2020-03-01 02:16:05,75.94,34.08,1.18,1.91
2020-03-01 02:20:05,76.02,34.11,3.58,2.24
2020-03-01 02:24:05,76.00,34.04,1.02,1.53
2020-03-01 02:28:05,75.98,34.15,1.03,1.57
2020-03-01 02:32:05,75.93,33.95,1.95,1.52
2020-03-01 02:36:05,75.88,33.85,0.92,1.61
2020-03-01 02:40:05,75.99,34.24,0.72,1.57
2020-03-01 02:44:05,76.00,34.18,1.02,1.55
2020-03-01 02:48:05,76.02,34.17,0.95,1.64
2020-03-01 02:52:05,76.01,34.19,1.05,1.41
2020-03-01 02:56:05,75.95,34.05,1.25,1.58
2020-03-01 03:00:05,76.00,34.15,0.86,1.34
2020-03-01 03:04:05,75.96,34.19,0.77,1.46
2020-03-01 03:08:05,75.93,34.09,0.84,1.77
2020-03-01 03:12:05,75.98,34.12,1.17,1.41
2020-03-01 03:16:05,75.96,34.08,0.86,1.30
2020-03-01 03:20:05,75.91,33.91,0.75,1.14
2020-03-01 03:24:05,75.92,33.95,3.48,1.91
2020-03-01 03:28:05,75.84,33.70,0.90,1.20
2020-03-01 03:32:05,75.86,33.81,1.25,1.16
2020-03-01 03:36:05,75.82,33.84,0.93,1.20
2020-03-01 03:40:05,75.80,33.87,0.83,1.05
2020-03-01 03:44:05,75.68,33.53,1.21,1.28
2020-03-01 03:48:05,75.69,33.71,1.16,1.42
2020-03-01 03:52:05,75.66,33.79,1.12,1.09
2020-03-01 03:56:05,75.60,33.66,0.93,1.12
2020-03-01 04:00:05,75.54,33.62,0.81,1.01
2020-03-01 04:04:05,75.52,33.70,0.81,1.07
2020-03-01 04:08:05,75.59,33.67,1.41,1.53
2020-03-01 04:12:05,75.58,33.71,0.94,1.15
2020-03-01 04:16:05,75.62,33.73,2.77,1.49
2020-03-01 04:20:05,75.66,33.83,1.03,1.16
2020-03-01 04:24:05,75.66,33.88,0.85,1.04
2020-03-01 04:28:05,75.60,33.76,0.95,1.15
2020-03-01 04:32:05,75.52,33.36,0.86,1.46
2020-03-01 04:36:05,75.65,33.87,0.92,1.23
2020-03-01 04:40:05,75.58,33.85,0.73,1.03
2020-03-01 04:44:05,75.58,33.92,1.54,0.97
2020-03-01 04:48:05,75.49,33.79,0.93,0.88
2020-03-01 04:52:05,75.39,33.59,0.91,1.01
2020-03-01 04:56:05,75.47,33.61,1.11,1.66
2020-03-01 05:00:05,75.55,33.97,1.18,1.21
2020-03-01 05:04:05,75.41,33.75,0.79,0.75
2020-03-01 05:08:05,75.26,33.62,0.97,0.82
2020-03-01 05:12:05,75.46,33.80,1.06,1.02
2020-03-01 05:16:05,75.45,33.57,0.91,1.38
2020-03-01 05:20:05,75.56,34.09,1.06,1.50
2020-03-01 05:24:05,75.48,34.06,1.21,1.31
2020-03-01 05:28:05,75.47,33.72,1.06,1.61
2020-03-01 05:32:05,75.52,33.84,1.17,1.44
2020-03-01 05:36:05,75.56,33.82,1.22,1.50
2020-03-01 05:40:05,75.58,33.93,1.53,1.45
2020-03-01 05:44:05,75.49,34.01,1.34,1.59
2020-03-01 05:48:05,75.39,34.03,3.19,1.85
2020-03-01 05:52:05,75.21,33.70,2.44,1.40
2020-03-01 05:56:05,75.40,33.60,1.21,1.33
2020-03-01 06:00:05,75.49,33.89,2.31,1.59
2020-03-01 06:04:05,75.61,33.70,1.00,1.49
2020-03-01 06:08:05,75.54,33.95,1.01,1.21
2020-03-01 06:12:05,75.46,33.93,1.16,1.35
2020-03-01 06:16:05,75.59,33.66,1.04,1.57
2020-03-01 06:20:05,75.59,33.93,1.67,1.68
2020-03-01 06:24:05,75.58,33.81,1.36,1.53
2020-03-01 06:28:05,75.64,33.94,1.19,1.56
2020-03-01 06:32:05,75.54,33.98,0.90,1.42
2020-03-01 06:36:05,75.54,33.87,1.70,1.55
2020-03-01 06:40:05,75.56,33.75,1.11,1.45
2020-03-01 06:44:05,75.61,33.74,2.03,1.47
2020-03-01 06:48:05,75.53,33.85,2.71,1.89
2020-03-01 06:52:05,75.59,33.99,3.10,1.29
2020-03-01 06:56:05,75.49,33.63,1.43,1.30
2020-03-01 07:00:05,75.54,34.02,2.39,1.48
2020-03-01 07:04:05,75.52,33.86,0.85,1.15
2020-03-01 07:08:05,75.52,33.88,0.98,1.21
2020-03-01 07:12:05,75.52,33.87,0.90,1.30
2020-03-01 07:16:05,75.50,33.75,0.85,1.46
2020-03-01 07:20:05,75.51,33.88,1.04,1.37
2020-03-01 07:24:05,75.51,33.89,0.89,1.64
2020-03-01 07:28:05,75.48,33.82,0.81,1.34
2020-03-01 07:32:05,75.45,33.84,0.91,1.58
2020-03-01 07:36:05,75.48,33.86,0.68,1.21
2020-03-01 07:40:05,75.41,33.69,0.97,1.55
2020-03-01 07:44:05,75.58,33.62,0.95,1.75
2020-03-01 07:48:05,75.64,33.83,0.87,1.71
2020-03-01 07:52:05,75.40,33.83,0.93,1.31
2020-03-01 07:56:05,75.44,33.79,1.03,1.70
2020-03-01 08:00:05,75.55,33.89,0.89,1.79
2020-03-01 08:04:05,75.56,33.96,0.83,1.60
2020-03-01 08:08:05,75.51,33.89,0.96,1.74
2020-03-01 08:12:05,75.57,33.99,0.79,1.87
2020-03-01 08:16:05,75.58,33.95,0.99,1.74
2020-03-01 08:20:05,75.59,34.03,0.95,1.68
2020-03-01 08:24:05,75.63,33.77,0.93,2.06
2020-03-01 08:28:05,75.58,33.80,0.73,1.76
2020-03-01 08:32:05,75.53,33.89,1.06,1.84
2020-03-01 08:36:05,75.56,33.78,0.90,1.81
2020-03-01 08:40:05,75.53,33.83,1.07,1.74
2020-03-01 08:44:05,75.62,33.92,0.81,1.88
2020-03-01 08:48:05,75.58,33.90,0.77,1.39
2020-03-01 08:52:05,75.50,33.98,0.91,2.26
2020-03-01 08:56:05,75.53,33.86,0.97,1.68
2020-03-01 09:00:05,75.56,33.78,0.72,1.59
2020-03-01 09:04:05,75.51,33.85,0.82,2.13
2020-03-01 09:08:05,75.40,33.65,0.97,1.90
2020-03-01 09:12:05,75.42,33.78,0.86,1.59
2020-03-01 09:16:05,75.37,33.70,0.81,1.40
2020-03-01 09:20:05,75.31,33.69,0.75,1.25
2020-03-01 09:24:05,75.26,33.58,0.68,1.07
2020-03-01 09:28:05,75.25,33.52,0.93,1.61
2020-03-01 09:32:05,75.31,33.66,0.96,1.71
2020-03-01 09:36:05,75.28,33.57,1.69,1.57
2020-03-01 09:40:05,75.34,33.63,0.80,1.86
2020-03-01 09:44:05,75.36,33.66,0.86,1.56
2020-03-01 09:48:05,75.34,33.63,0.90,1.40
2020-03-01 09:52:05,75.23,33.29,0.97,2.07
2020-03-01 09:56:05,75.33,33.48,2.56,1.47
2020-03-01 10:00:05,75.45,33.84,1.01,2.58
2020-03-01 10:04:05,75.26,33.54,1.20,1.66
2020-03-01 10:08:05,75.30,33.64,2.59,1.13
2020-03-01 10:12:05,75.32,33.44,1.58,1.53
2020-03-01 10:16:05,75.15,33.57,1.31,1.66
2020-03-01 10:20:05,75.17,33.57,2.28,0.86
2020-03-01 10:24:05,75.02,33.33,1.26,1.22
2020-03-01 10:28:05,75.00,33.55,2.05,1.34
2020-03-01 10:32:05,75.02,33.55,2.69,0.77
2020-03-01 10:36:05,75.00,33.49,1.82,1.05
2020-03-01 10:40:05,75.11,33.61,3.19,0.98
2020-03-01 10:44:05,75.13,33.52,2.48,0.81
2020-03-01 10:48:05,75.46,33.65,4.39,1.27
2020-03-01 10:52:05,75.45,33.50,2.59,0.89
2020-03-01 10:56:05,75.51,33.57,2.21,1.28
2020-03-01 11:00:05,75.46,33.29,2.42,0.87
2020-03-01 11:04:05,75.61,33.61,2.22,0.82
2020-03-01 11:08:05,75.56,33.19,2.04,1.83
2020-03-01 11:12:05,75.52,33.53,2.04,1.00
2020-03-01 11:16:05,75.64,33.72,2.49,1.07
2020-03-01 11:20:05,75.82,33.70,3.73,3.00
2020-03-01 11:24:05,75.79,33.89,2.48,1.21
2020-03-01 11:28:05,75.57,33.91,2.20,1.51
2020-03-01 11:32:05,75.48,33.34,4.73,1.21
2020-03-01 11:36:05,75.68,33.41,1.63,2.14
2020-03-01 11:40:05,75.74,33.51,2.97,1.22
2020-03-01 11:44:05,75.80,33.79,2.42,1.12
2020-03-01 11:48:05,75.78,33.53,1.46,1.83
2020-03-01 11:52:05,75.79,33.64,2.29,1.08
2020-03-01 11:56:05,75.66,33.34,2.18,0.89
2020-03-01 12:00:05,75.84,33.65,2.13,0.96
2020-03-01 12:04:05,75.74,33.56,1.37,2.94
2020-03-01 12:08:05,75.74,33.38,2.22,0.80
2020-03-01 12:12:05,75.82,33.67,3.86,1.16
2020-03-01 12:16:05,75.81,33.51,1.87,0.94
2020-03-01 12:20:05,75.52,33.73,1.72,0.86
2020-03-01 12:24:05,75.15,33.86,2.49,1.02
2020-03-01 12:28:05,74.98,33.77,1.87,0.71
2020-03-01 12:32:05,74.86,33.74,2.00,1.39
2020-03-01 12:36:05,75.08,33.41,5.13,1.31
2020-03-01 12:40:05,75.11,33.54,1.97,0.88
2020-03-01 12:44:05,75.19,33.40,0.99,1.91
2020-03-01 12:48:05,75.07,33.59,0.90,2.07
2020-03-01 12:52:05,75.12,33.42,4.90,1.24
2020-03-01 12:56:05,75.11,33.39,1.87,0.88
2020-03-01 13:00:05,75.13,33.39,1.12,3.91
2020-03-01 13:04:05,75.15,33.31,2.43,2.29
2020-03-01 13:08:05,75.14,33.53,1.72,1.13
2020-03-01 13:12:05,75.19,33.09,3.76,1.35
2020-03-01 13:16:05,75.16,33.32,1.78,1.21
2020-03-01 13:20:05,75.14,33.33,1.78,1.50
2020-03-01 13:24:05,75.22,33.33,1.99,1.46
2020-03-01 13:28:05,75.19,33.48,2.86,1.67
2020-03-01 13:32:05,75.17,33.50,1.83,1.62
2020-03-01 13:36:05,75.24,33.26,1.98,1.57
2020-03-01 13:40:05,75.28,33.09,1.98,1.65
2020-03-01 13:44:05,75.22,33.44,1.92,1.49
2020-03-01 13:48:05,75.29,32.97,2.22,1.79
2020-03-01 13:52:05,75.62,31.13,1.89,1.79
2020-03-01 13:56:05,75.35,33.41,11.20,2.20
2020-03-01 14:00:05,75.79,30.89,1.89,1.99
2020-03-01 14:04:05,75.83,31.27,1.75,1.96
2020-03-01 14:08:05,75.46,33.27,1.63,2.67
2020-03-01 14:12:05,76.07,30.27,1.67,2.36
2020-03-01 14:16:05,76.13,29.93,1.78,2.32
2020-03-01 14:20:05,76.20,30.05,17.73,3.59
2020-03-01 14:24:05,76.26,29.91,1.61,3.05
2020-03-01 14:28:05,76.14,30.67,1.60,2.65
2020-03-01 14:32:05,75.96,33.15,1.75,3.02
2020-03-01 14:36:05,75.88,33.72,1.73,2.94
2020-03-01 14:40:05,76.10,32.93,1.49,2.24
2020-03-01 14:44:05,75.85,33.97,1.15,2.94
2020-03-01 14:48:05,76.20,33.07,1.71,2.09
2020-03-01 14:52:05,76.10,31.65,2.71,2.19
2020-03-01 14:56:05,76.10,33.41,1.76,2.44
2020-03-01 15:00:05,76.07,33.23,1.44,2.44
2020-03-01 15:04:05,75.88,33.38,1.83,1.79
2020-03-01 15:08:05,76.09,32.32,4.94,3.67
2020-03-01 15:12:05,76.31,31.29,1.86,4.71
2020-03-01 15:16:05,76.00,33.23,1.61,5.38
2020-03-01 15:20:05,75.88,33.45,1.61,2.97
2020-03-01 15:24:05,75.97,33.06,1.41,3.64
2020-03-01 15:28:05,75.97,33.19,1.23,6.54
2020-03-01 15:32:05,75.90,33.50,1.36,5.09
2020-03-01 15:36:05,75.99,33.01,1.69,3.05
2020-03-01 15:40:05,75.99,33.11,1.66,5.20
2020-03-01 15:44:05,75.99,33.32,2.33,5.53
2020-03-01 15:48:05,76.05,32.77,1.72,3.35
2020-03-01 15:52:05,76.18,32.26,1.56,3.41
2020-03-01 15:56:05,75.96,33.36,2.38,3.73
2020-03-01 16:00:05,76.03,33.00,1.61,2.93
2020-03-01 16:04:05,75.96,33.33,1.21,5.05
2020-03-01 16:08:05,75.99,33.24,1.47,3.90
2020-03-01 16:12:05,76.03,33.06,1.40,3.35
2020-03-01 16:16:05,75.97,33.29,1.23,5.41
2020-03-01 16:20:05,75.97,33.33,1.23,4.36
2020-03-01 16:24:05,76.03,33.01,1.25,3.84
2020-03-01 16:28:05,76.01,33.22,1.09,3.88
2020-03-01 16:32:05,75.98,33.46,1.18,4.18
2020-03-01 16:36:05,76.03,33.49,1.03,4.14
2020-03-01 16:40:05,76.04,33.19,0.86,3.76
2020-03-01 16:44:05,76.05,33.26,1.10,4.86
2020-03-01 16:48:05,76.05,33.32,1.15,4.97
2020-03-01 16:52:05,76.04,33.32,1.00,5.25
