HST: Hawaii Standard Time (UTC -10:00),Water Temperature (degF),Salinity (PSU),Turbidity (NTU),Chlorophyll (ug/L),Station
2024-04-01 00:00:12,78.06,34.56,1.14,2.96
2024-04-01 00:04:12,77.99,34.69,1.15,3.61
2024-04-01 00:08:12,78.07,34.54,1.25,3.08
2024-04-01 00:12:12,78.08,34.49,1.15,2.99
2024-04-01 00:16:12,78.07,34.44,1.24,3.08
2024-04-01 00:20:12,77.98,34.41,1.01,2.78
2024-04-01 00:24:12,78.01,34.45,1.08,2.75
2024-04-01 00:28:12,78.03,34.56,1.07,2.99
2024-04-01 00:32:12,78.05,34.51,1.07,2.75
2024-04-01 00:36:12,78.05,34.44,1.01,2.71
2024-04-01 00:40:12,78.01,34.67,1.14,3.52
2024-04-01 00:44:12,77.98,34.72,1.14,2.88
2024-04-01 00:48:12,78.01,34.55,1.07,2.81
2024-04-01 00:52:12,78.05,34.56,1.16,2.96
2024-04-01 00:56:12,77.97,34.69,1.15,3.19
2024-04-01 01:00:12,77.98,34.65,1.07,2.75
2024-04-01 01:04:12,78.01,34.44,1.16,2.71
2024-04-01 01:08:12,78.06,34.59,1.08,2.75
2024-04-01 01:12:12,77.97,34.61,1.15,2.96
2024-04-01 01:16:12,78.02,34.54,1.00,2.66
2024-04-01 01:20:12,77.94,34.35,1.07,2.42
2024-04-01 01:24:12,78.03,34.48,1.07,2.69
2024-04-01 01:28:12,77.99,34.64,1.07,3.08
2024-04-01 01:32:12,78.02,34.63,1.15,3.53
2024-04-01 01:36:12,77.96,34.56,1.06,2.42
2024-04-01 01:40:12,77.97,34.65,1.15,2.83
2024-04-01 01:44:12,77.96,34.76,1.23,4.00
2024-04-01 01:48:12,77.94,34.71,1.07,2.60
2024-04-01 01:52:12,78.02,34.64,1.24,3.70
2024-04-01 01:56:12,77.92,34.53,1.01,2.51
2024-04-01 02:00:12,77.97,34.54,1.16,2.51
2024-04-01 02:04:12,77.99,34.58,1.32,3.31
2024-04-01 02:08:12,78.00,34.50,0.92,2.39
2024-04-01 02:12:12,78.02,34.52,1.15,2.59
2024-04-01 02:16:12,78.03,34.59,1.00,2.33
2024-04-01 02:20:12,78.03,34.59,1.02,2.69
2024-04-01 02:24:12,78.04,34.53,0.91,2.44
2024-04-01 02:28:12,77.87,34.46,1.15,2.33
2024-04-01 02:32:12,77.95,34.56,1.07,2.81
